Mass,Relative%,Description
434.18359,0.02%,"decarboxylation coupling (RCOOR') product of glutathione and histidine(add NH4+); decarboxylation C-N coupling product of histidine and glutathione(add NH4+); decarboxylation C-N coupling product of glutathione and histidine(add NH4+), with the error of 0.0016. decarboxylation C-N coupling product of arginine and guanosine(add Na+), with the error of 0.0044."
392.113686,0.06%,"decarboxylation coupling (RCOOR') product of glutathione and itaconic acid(add H+); decarboxylation C-N coupling product of itaconic acid and glutathione(add H+), with the error of 0.0007. "
430.205355,0.04%,"decarboxylation coupling (RCOOR') product of glutathione and itaconic acid(add K+); decarboxylation C-N coupling product of itaconic acid and glutathione(add K+), with the error of 0.0024. "
447.101477,0.02%,"decarboxylation coupling (RCOOR') product of glutathione and n-acetyl cysteine(add Na+); decarboxylation C-N coupling product of n-acetyl cysteine and glutathione(add Na+), with the error of 0.0035. "
381.148521,0.07%,"decarboxylation coupling (RCOOR') product of glutathione and threonine(add H+); decarboxylation C-N coupling product of glutathione and threonine(add H+); decarboxylation C-N coupling product of threonine and glutathione(add H+), with the error of 0.0045. decarboxylation C-N coupling product of alpha-ketobutyric acid and glutathione(add NH4+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and glutathione(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and glutathione(add NH4+), with the error of 0.0035.adduct of glutathione with Cl radical(add K+), with the error of 0.0025."
401.150729,0.04%,"decarboxylation coupling (RCOOR') product of glutathione and valine(add Na+); decarboxylation C-N coupling product of valine and glutathione(add Na+); decarboxylation C-N coupling product of glutathione and valine(add Na+), with the error of 0.0037. decarboxylation coupling (RCOOR') product of n-acetyl neuraminic acid and proline(add Na+), with the error of 0.0023."
161.079601,0.15%,"decarboxylation coupling (RCOOR') product of glycine and asparagine(self); decarboxylation C-N coupling product of asparagine and glycine(self); decarboxylation C-N coupling product of glycine and asparagine(self), with the error of 0.0006. adduct of uracil with CH3O radical(add NH4+), with the error of 0.0014.serotonin de-NH2 product(add H+), with the error of 0.0044."
151.058236,0.12%,"decarboxylation coupling (RCOOR') product of glycine and cysteine(add H+); decarboxylation C-N coupling product of cysteine and glycine(add H+); decarboxylation C-N coupling product of glycine and cysteine(add H+), with the error of 0.0042. ribose(add H+), with the error of 0.0028.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and malonic acid(self); adduct of hypoxanthine with CH3 radical(self), with the error of 0.0048."
287.081928,0.13%,"decarboxylation coupling (RCOOR') product of glycine and cystine(add NH4+); decarboxylation C-N coupling product of cystine and glycine(add NH4+); decarboxylation C-N coupling product of glycine and cystine(add NH4+), with the error of 0.0031. "
355.13775,0.96%,"decarboxylation coupling (RCOOR') product of glycine and glutathione(add H3O+); decarboxylation C-N coupling product of glutathione and glycine(add H3O+); decarboxylation C-N coupling product of glycine and glutathione(add H3O+), with the error of 0.0048. decarboxylation coupling (RCOOR') product of glyoxylic acid and n-acetyl neuraminic acid(add NH4+), with the error of 0.0027.decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and cystine(add H+); decarboxylation coupling (RCOOR') product of 6-hydroxyoctanoic acid and cystine(add H+), with the error of 0.0017.decarboxylation coupling (R-R') product of glutathione and proline(add Na+), with the error of 0.0033."
127.050698,2.18%,"decarboxylation coupling (RCOOR') product of glycine and glycine(add Na+); decarboxylation C-N coupling product of glycine and glycine(add Na+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and urea(add Na+), with the error of 0.0027. adduct of uracil with CH3 radical(self), with the error of 0.0003."
161.096656,0.02%,"decarboxylation coupling (RCOOR') product of glycine and hydroxyproline(add H+); decarboxylation C-N coupling product of glyoxylic acid and ornithine(add H+); decarboxylation coupling (RCOOR') product of ornithine and glyoxylic acid(add H+); decarboxylation C-N coupling product of hydroxyproline and glycine(add H+); decarboxylation coupling (RCOOR') product of glyoxylic acid and proline(add NH4+); decarboxylation coupling (R-R') product of glutamine and malonic acid(add H+), with the error of 0.0047. adduct of glutamine with CH3 radical(self); adduct of leucine with NO radical(self), with the error of 0.0037."
151.073725,0.24%,"decarboxylation coupling (RCOOR') product of glycine and malonic acid(add NH4+); decarboxylation C-N coupling product of malonic acid and glycine(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and serine(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and serine(add NH4+), with the error of 0.0017. adduct of histamine with OH radical(add Na+), with the error of 0.0007.decarboxylation C-N coupling product of 4-aminobenzoic acid and urea(self), with the error of 0.0003.asparagine(add H3O+); reductive amination product of urea and pyruvic acid(add H3O+), with the error of 0.0023."
151.076108,0.02%,"decarboxylation coupling (RCOOR') product of glycine and malonic acid(add NH4+); decarboxylation C-N coupling product of malonic acid and glycine(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and serine(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and serine(add NH4+), with the error of 0.0041. adduct of histamine with OH radical(add Na+), with the error of 0.0031.decarboxylation C-N coupling product of 4-aminobenzoic acid and urea(self), with the error of 0.0021.asparagine(add H3O+); reductive amination product of urea and pyruvic acid(add H3O+), with the error of 0.0001."
377.233238,0.05%,"decarboxylation coupling (RCOOR') product of glycine and n-acetyl neuraminic acid(add K+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and glycine(add K+), with the error of 0.0032. adduct of corticosterone with CH3O radical(self), with the error of 0.0002."
361.123173,0.06%,"decarboxylation coupling (RCOOR') product of glycine and n-acetyl neuraminic acid(add Na+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and glycine(add Na+), with the error of 0.0012. "
179.068517,0.10%,"decarboxylation coupling (RCOOR') product of glycine and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and glycine(add NH4+), with the error of 0.0015. decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and 4-pentenoic acid(add Na+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and 4-pentenoic acid(add Na+), with the error of 0.0005.decarboxylation coupling (RCOOR') product of glyoxylic acid and asparagine(add H3O+); decarboxylation C-N coupling product of glyoxylic acid and asparagine(add H3O+), with the error of 0.0015.decarboxylation C-N coupling product of alpha-ketoglutaric acid and urea(add H3O+), with the error of 0.0025."
135.08105,0.06%,"decarboxylation coupling (RCOOR') product of glycine and serine(add H+); decarboxylation coupling (RCOOR') product of glycine and pyruvic acid(add NH4+); decarboxylation C-N coupling product of glycine and serine(add H+); decarboxylation coupling (R-R') product of glycine and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of pyruvic acid and glycine(add NH4+); decarboxylation C-N coupling product of serine and glycine(add H+), with the error of 0.0041. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and 4-pentenoic acid(add Na+), with the error of 0.0031.decarboxylation coupling (R-R') product of glyoxylic acid and asparagine(add H3O+), with the error of 0.001.decarboxylation C-N coupling product of alpha-ketobutyric acid and urea(add H3O+), with the error of 0.0001."
233.119536,0.09%,"decarboxylation coupling (RCOOR') product of glycine and tryptophan(self); decarboxylation C-N coupling product of glycine and tryptophan(self); decarboxylation C-N coupling product of tryptophan and glycine(self), with the error of 0.0035. decarboxylation coupling (RCOOR') product of asparagine and glutamine(add H+); decarboxylation C-N coupling product of glutamine and asparagine(add H+); decarboxylation C-N coupling product of asparagine and glutamine(add H+), with the error of 0.0045."
227.201089,0.02%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and 6-hydroxyoctanoic acid(add K+), with the error of 0.0009. "
174.058844,0.14%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and glutamine(self); decarboxylation C-N coupling product of glyoxylic acid and glutamine(self); decarboxylation C-N coupling product of pyruvic acid and asparagine(self); decarboxylation coupling (R-R') product of oxaloacetic acid and asparagine(self); decarboxylation coupling (RCOOR') product of pyruvic acid and asparagine(self), with the error of 0.0042. "
353.11792,0.28%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and glutathione(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and glutathione(add NH4+), with the error of 0.0049. "
150.03885,0.87%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and malonic acid(add NH4+), with the error of 0.0011. adduct of uracil with CH3 radical(add Na+); oxaloacetic acid(add NH4+); fumaric acid add 1 oxygen(add NH4+), with the error of 0.0022."
210.050328,0.04%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and n-acetyl cysteine(add H3O+), with the error of 0.0033. decarboxylation C-N coupling product of fumaric acid and cysteine(add H3O+); decarboxylation coupling (RCOOR') product of cysteine and fumaric acid(add H3O+), with the error of 0.0023."
337.103338,0.03%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and n-acetyl neuraminic acid(self), with the error of 0.0033. adduct of guanosine with CH3O radical(add Na+), with the error of 0.0023."
144.066039,0.88%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and proline(add H+), with the error of 0.001. "
148.060845,0.09%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and threonine(add H+); decarboxylation C-N coupling product of glyoxylic acid and threonine(add H+), with the error of 0.0008. decarboxylation coupling (RCOOR') product of pyruvic acid and pyruvic acid(add NH4+); decarboxylation coupling (RCOOR') product of pyruvic acid and serine(add H+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and glyoxylic acid(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and glyoxylic acid(add NH4+); decarboxylation coupling (R-R') product of oxaloacetic acid and serine(add H+); decarboxylation coupling (R-R') product of fumaric acid and malonic acid(add NH4+); reductive amination product of glycine and pyruvic acid(add H+); adduct of hydroxyproline with OH radical(self); decarboxylation coupling (R-R') product of oxaloacetic acid and pyruvic acid(add NH4+); decarboxylation C-N coupling product of pyruvic acid and serine(add H+), with the error of 0.0002.itaconic acid(add NH4+), with the error of 0.0012."
165.091685,0.03%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and threonine(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and threonine(add NH4+), with the error of 0.0047. decarboxylation coupling (RCOOR') product of serine and serine(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and serine(add NH4+); decarboxylation C-N coupling product of serine and serine(add H+); decarboxylation C-N coupling product of pyruvic acid and serine(add NH4+); decarboxylation C-N coupling product of glycine and adenine(add H+); reductive amination product of glycine and pyruvic acid(add NH4+); decarboxylation coupling (RCOOR') product of pyruvic acid and serine(add NH4+), with the error of 0.0037.adduct of histamine with CH3O radical(add Na+); decarboxylation C-N coupling product of 4-pentenoic acid and cytosine(self), with the error of 0.0027.decarboxylation coupling (R-R') product of asparagine and malonic acid(add H3O+), with the error of 0.0007.glutamine(add H3O+); reductive amination product of urea and alpha-ketobutyric acid(add H3O+), with the error of 0.0003."
145.076634,0.19%,"decarboxylation coupling (RCOOR') product of glyoxylic acid and valine(self); decarboxylation C-N coupling product of glyoxylic acid and valine(self); decarboxylation coupling (R-R') product of fumaric acid and threonine(self); decarboxylation coupling (R-R') product of hydroxyproline and malonic acid(self), with the error of 0.0036. decarboxylation coupling (R-R') product of itaconic acid and serine(self); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and glycine(add Na+), with the error of 0.0026.alpha-ketobutyric acid add CH3CO+ (from CH3CN) product(self), with the error of 0.0004."
215.11841,0.04%,"decarboxylation coupling (RCOOR') product of histidine and serine(add H+); decarboxylation C-N coupling product of pyruvic acid and histidine(add NH4+); adduct of carnitine with CH3O radical(add Na+); decarboxylation coupling (RCOOR') product of pyruvic acid and histidine(add NH4+); decarboxylation coupling (R-R') product of oxaloacetic acid and histidine(add NH4+); decarboxylation C-N coupling product of histidine and serine(add H+); decarboxylation C-N coupling product of serine and histidine(add H+), with the error of 0.0044. reductive amination product of cytosine and alpha-ketobutyric acid(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and histamine(add NH4+), with the error of 0.0034.decarboxylation coupling (RCOOR') product of itaconic acid and leucine(self); decarboxylation C-N coupling product of itaconic acid and leucine(self), with the error of 0.0024.adduct of alpha-ketoglutaric acid with NO radical(add K+); decarboxylation C-N coupling product of hydroxyproline and cytosine(add H3O+), with the error of 0.0004.adduct of phenylalanine with CH3O radical(add H3O+); adduct of tyrosine with CH3 radical(add H3O+), with the error of 0.0026."
331.191648,0.14%,"decarboxylation coupling (RCOOR') product of histidine and tryptophan(add NH4+); decarboxylation C-N coupling product of histidine and tryptophan(add NH4+); decarboxylation C-N coupling product of tryptophan and histidine(add NH4+), with the error of 0.0036. "
217.122515,0.02%,"decarboxylation coupling (RCOOR') product of hydroxyproline and hydroxyproline(add H+), with the error of 0.0045. decarboxylation coupling (RCOOR') product of ornithine and itaconic acid(add H+); decarboxylation C-N coupling product of fumaric acid and lysine(add H+); decarboxylation C-N coupling product of itaconic acid and ornithine(add H+); decarboxylation coupling (RCOOR') product of lysine and fumaric acid(add H+); decarboxylation coupling (RCOOR') product of itaconic acid and proline(add NH4+), with the error of 0.0035.tyrosine add H2O(add NH4+), with the error of 0.0025."
249.0949,0.03%,"decarboxylation coupling (RCOOR') product of hydroxyproline and n-acetyl cysteine(add H+), with the error of 0.0049. thiamine de-NH2 product(self), with the error of 0.0019.decarboxylation C-N coupling product of leucine and o-phosphorylethanolamine(add Na+), with the error of 0.0031."
267.108208,3.56%,"decarboxylation coupling (RCOOR') product of hydroxyproline and n-acetyl cysteine(add H3O+), with the error of 0.0032. decarboxylation coupling (RCOOR') product of arginine and fumaric acid(add Na+); decarboxylation C-N coupling product of fumaric acid and arginine(add Na+); decarboxylation coupling (R-R') product of cystine and valine(self); decarboxylation C-N coupling product of histidine and adenine(add Na+), with the error of 0.0012.decarboxylation coupling (R-R') product of itaconic acid and tryptophan(add Na+); decarboxylation C-N coupling product of 4-aminobenzoic acid and dopamine(add Na+); reductive amination product of tyrosine and alpha-ketobutyric acid(self), with the error of 0.0028.decarboxylation coupling (RCOOR') product of asparagine and n-acetyl cysteine(add NH4+); decarboxylation C-N coupling product of n-acetyl cysteine and asparagine(add NH4+), with the error of 0.0038."
266.115588,9.78%,"decarboxylation coupling (RCOOR') product of hydroxyproline and n-acetyl cysteine(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and o-phosphorylethanolamine(add K+), with the error of 0.0014. thiamine(add H+), with the error of 0.0044."
201.127763,0.06%,"decarboxylation coupling (RCOOR') product of hydroxyproline and proline(add H+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and glutamine(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and glutamine(add H+), with the error of 0.0048. decarboxylation C-N coupling product of glycine and dopamine(add H3O+), with the error of 0.0002."
219.04654,0.05%,"decarboxylation coupling (RCOOR') product of itaconic acid and malic acid(add H+), with the error of 0.0045. "
266.075664,0.59%,"decarboxylation coupling (RCOOR') product of itaconic acid and n-acetyl cysteine(add H3O+), with the error of 0.0017. decarboxylation C-N coupling product of n-acetyl cysteine and methionine(self); decarboxylation C-N coupling product of malic acid and histidine(add Na+); decarboxylation coupling (RCOOR') product of methionine and n-acetyl cysteine(self); decarboxylation coupling (RCOOR') product of histidine and malic acid(add Na+), with the error of 0.0007.cytidine(add Na+), with the error of 0.0003."
222.076773,0.04%,"decarboxylation coupling (RCOOR') product of itaconic acid and proline(add Na+), with the error of 0.0028. tyrosine add H2O(add Na+), with the error of 0.0018.decarboxylation C-N coupling product of itaconic acid and 4-aminobenzoic acid(add H+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and itaconic acid(add H+), with the error of 0.0002.reductive amination product of methionine and pyruvic acid(add H+), with the error of 0.0032."
219.113126,0.29%,"decarboxylation coupling (RCOOR') product of leucine and malic acid(self); decarboxylation coupling (R-R') product of serine and tyrosine(add Na+); decarboxylation C-N coupling product of malic acid and leucine(self), with the error of 0.0021. decarboxylation coupling (R-R') product of malonic acid and tryptophan(add H+); decarboxylation C-N coupling product of pyruvic acid and serotonin(add H+), with the error of 0.0001.adduct of tryptophan with CH3 radical(self), with the error of 0.0009.decarboxylation C-N coupling product of proline and methionine(add H+); decarboxylation coupling (RCOOR') product of methionine and proline(add H+), with the error of 0.0029."
395.206053,0.03%,"decarboxylation coupling (RCOOR') product of leucine and n-acetyl neuraminic acid(add H+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and leucine(add H+), with the error of 0.0031. "
412.234939,0.20%,"decarboxylation coupling (RCOOR') product of leucine and n-acetyl neuraminic acid(add NH4+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and leucine(add NH4+), with the error of 0.0049. "
278.24869,0.03%,"decarboxylation coupling (RCOOR') product of lysine and 6-hydroxyoctanoic acid(add NH4+); decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and lysine(add NH4+), with the error of 0.0037. decarboxylation C-N coupling product of arginine and cytosine(add K+), with the error of 0.0017."
257.116771,0.04%,"decarboxylation coupling (RCOOR') product of lysine and malic acid(add Na+); decarboxylation C-N coupling product of malic acid and lysine(add Na+), with the error of 0.0048. decarboxylation C-N coupling product of malonic acid and tyrosine(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and dopamine(add NH4+); decarboxylation coupling (RCOOR') product of malonic acid and tyrosine(add NH4+); adduct of thymidine with CH3 radical(self), with the error of 0.0028."
428.229128,0.07%,"decarboxylation coupling (RCOOR') product of lysine and n-acetyl neuraminic acid(add H3O+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and lysine(add H3O+), with the error of 0.0001. "
448.307097,0.02%,"decarboxylation coupling (RCOOR') product of lysine and n-acetyl neuraminic acid(add K+); decarboxylation C-N coupling product of n-acetyl neuraminic acid and lysine(add K+), with the error of 0.0031. reductive amination product of valine and corticosterone(add H+), with the error of 0.0011."
270.073097,0.05%,"decarboxylation coupling (RCOOR') product of malic acid and n-acetyl cysteine(add H3O+), with the error of 0.0041. reductive amination product of cysteine and alpha-ketoglutaric acid(add H3O+), with the error of 0.0031."
206.104089,0.11%,"decarboxylation coupling (RCOOR') product of malic acid and valine(add H+); reductive amination product of threonine and alpha-ketobutyric acid(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and guanine(add H+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add NH4+); decarboxylation C-N coupling product of malic acid and valine(add H+), with the error of 0.0011. decarboxylation C-N coupling product of proline and 4-aminobenzoic acid(self); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and proline(self), with the error of 0.0009.tryptophan de-NH2 product(add NH4+), with the error of 0.0019.decarboxylation coupling (RCOOR') product of fumaric acid and valine(add H3O+); decarboxylation C-N coupling product of fumaric acid and valine(add H3O+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and hydroxyproline(add H3O+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and hydroxyproline(add H3O+), with the error of 0.0029.decarboxylation C-N coupling product of leucine and cysteine(self); decarboxylation coupling (RCOOR') product of cysteine and leucine(self); decarboxylation C-N coupling product of cysteine and leucine(self), with the error of 0.0049."
244.191104,0.02%,"decarboxylation coupling (RCOOR') product of malic acid and valine(add K+); decarboxylation C-N coupling product of malic acid and valine(add K+); decarboxylation C-N coupling product of 4-pentenoic acid and guanine(add K+); reductive amination product of threonine and alpha-ketobutyric acid(add K+), with the error of 0.0019. "
285.102901,0.17%,"decarboxylation coupling (RCOOR') product of methionine and n-acetyl cysteine(add H3O+); decarboxylation C-N coupling product of n-acetyl cysteine and methionine(add H3O+), with the error of 0.0049. reductive amination product of lysine and oxaloacetic acid(add Na+); reductive amination product of ornithine and alpha-ketoglutaric acid(add Na+), with the error of 0.0041."
245.097163,0.68%,"decarboxylation coupling (RCOOR') product of methionine and threonine(add Na+); decarboxylation C-N coupling product of methionine and threonine(add Na+); decarboxylation C-N coupling product of threonine and methionine(add Na+), with the error of 0.0042. decarboxylation C-N coupling product of hydroxyproline and o-phosphorylethanolamine(add H3O+), with the error of 0.0032.decarboxylation C-N coupling product of phenylalanine and taurine(add H+), with the error of 0.0012.decarboxylation C-N coupling product of asparagine and o-phosphorylethanolamine(add NH4+), with the error of 0.0038.cytidine de-NH2 product(add NH4+), with the error of 0.0048."
325.170565,0.09%,"decarboxylation coupling (RCOOR') product of methionine and tryptophan(add NH4+); decarboxylation C-N coupling product of tryptophan and methionine(add NH4+); decarboxylation C-N coupling product of methionine and tryptophan(add NH4+), with the error of 0.0006. "
445.156459,0.04%,"decarboxylation coupling (RCOOR') product of n-acetyl cysteine and n-acetyl neuraminic acid(add H3O+), with the error of 0.0035. "
283.115734,0.11%,"decarboxylation coupling (RCOOR') product of n-acetyl cysteine and phenylalanine(add H+); decarboxylation C-N coupling product of n-acetyl cysteine and phenylalanine(add H+), with the error of 0.0047. decarboxylation C-N coupling product of oxaloacetic acid and galactosamine(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and glucosamine(add NH4+), with the error of 0.0017.reductive amination product of adenine and alpha-ketoglutaric acid(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and 6-hydroxyoctanoic acid(add Na+), with the error of 0.0003."
275.180762,0.37%,"decarboxylation coupling (RCOOR') product of n-acetyl cysteine and threonine(add K+); decarboxylation coupling (R-R') product of phenylalanine and tyrosine(add H3O+); decarboxylation C-N coupling product of n-acetyl cysteine and threonine(add K+), with the error of 0.0008. decarboxylation coupling (RCOOR') product of arginine and glutamine(add H+); decarboxylation C-N coupling product of glutamine and arginine(add H+); decarboxylation C-N coupling product of arginine and glutamine(add H+), with the error of 0.0022.reductive amination product of spermidine and alpha-ketoglutaric acid(self), with the error of 0.0042."
428.177954,0.06%,"decarboxylation coupling (RCOOR') product of n-acetyl neuraminic acid and phenylalanine(self); decarboxylation C-N coupling product of n-acetyl neuraminic acid and phenylalanine(self), with the error of 0.001. "
176.116837,0.47%,"decarboxylation coupling (RCOOR') product of ornithine and 3-hydroxypropionic acid(self); decarboxylation C-N coupling product of 3-hydroxypropionic acid and ornithine(self); decarboxylation C-N coupling product of valine and serine(self); decarboxylation C-N coupling product of serine and valine(self); decarboxylation coupling (RCOOR') product of serine and valine(self); decarboxylation coupling (R-R') product of ornithine and malic acid(self), with the error of 0.0008. reductive amination product of histamine and acetone(add Na+), with the error of 0.0002."
222.190078,0.02%,"decarboxylation coupling (RCOOR') product of ornithine and valine(add H3O+); decarboxylation C-N coupling product of malonic acid and spermidine(add H3O+); decarboxylation C-N coupling product of valine and ornithine(add H3O+); decarboxylation C-N coupling product of ornithine and valine(add H3O+), with the error of 0.0041. decarboxylation C-N coupling product of 4-pentenoic acid and spermidine(add Na+), with the error of 0.0039."
404.302138,0.04%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and 12-hydroxystearic acid(add NH4+), with the error of 0.0011. decarboxylation C-N coupling product of oxaloacetic acid and sphingosine(add H3O+), with the error of 0.0029."
381.228116,0.02%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and 3-hydroxypalmitic acid(add Na+), with the error of 0.0031. decarboxylation C-N coupling product of serine and guanosine(add K+), with the error of 0.0011.decarboxylation coupling (R-R') product of lysine and glutathione(add NH4+), with the error of 0.0009.corticosterone add 1 oxygen(add H3O+), with the error of 0.0039."
209.042704,0.15%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and 4-pentenoic acid(add Na+), with the error of 0.0007. decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and itaconic acid(add Na+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and itaconic acid(add Na+), with the error of 0.0003.decarboxylation C-N coupling product of cysteine and cytosine(add Na+), with the error of 0.0043."
269.098852,0.02%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and 6-hydroxyoctanoic acid(add Na+); reductive amination product of adenine and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of alpha-ketoglutaric acid and guanine(add NH4+), with the error of 0.0011. decarboxylation C-N coupling product of 4-aminobenzoic acid and histidine(add Na+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and histidine(add Na+); decarboxylation C-N coupling product of tyrosine and cytosine(add Na+); decarboxylation C-N coupling product of histidine and 4-aminobenzoic acid(add Na+), with the error of 0.0021.decarboxylation coupling (R-R') product of 4-pentenoic acid and cystine(add H3O+), with the error of 0.0041."
246.108997,0.07%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and 6-hydroxyoctanoic acid(self), with the error of 0.001. decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and histidine(self); decarboxylation C-N coupling product of 4-aminobenzoic acid and histidine(self); decarboxylation C-N coupling product of histidine and 4-aminobenzoic acid(self); decarboxylation C-N coupling product of tyrosine and cytosine(self); reductive amination product of tyrosine and acetone(add Na+), with the error of 0.002.reductive amination product of histidine and pyruvic acid(add H3O+), with the error of 0.004."
327.034789,0.02%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and cystine(add H+); decarboxylation C-N coupling product of oxaloacetic acid and cystine(add H+), with the error of 0.0028. "
220.041544,0.05%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and fumaric acid(add NH4+), with the error of 0.0045. "
235.133277,0.03%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and leucine(add NH4+); decarboxylation C-N coupling product of alpha-ketoglutaric acid and valine(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and valine(add NH4+); decarboxylation coupling (RCOOR') product of lysine and malic acid(add H+); decarboxylation C-N coupling product of malic acid and lysine(add H+); decarboxylation C-N coupling product of oxaloacetic acid and leucine(add NH4+), with the error of 0.0033. decarboxylation product of cystine(add K+); decarboxylation coupling (RCOOR') product of cysteine and cysteine(add K+); decarboxylation C-N coupling product of cysteine and cysteine(add K+); decarboxylation C-N coupling product of serine and serotonin(self), with the error of 0.0013.decarboxylation coupling (RCOOR') product of hydroxyproline and hydroxyproline(add H3O+), with the error of 0.0003.decarboxylation C-N coupling product of fumaric acid and lysine(add H3O+); decarboxylation C-N coupling product of itaconic acid and ornithine(add H3O+); decarboxylation coupling (RCOOR') product of lysine and fumaric acid(add H3O+); decarboxylation coupling (RCOOR') product of ornithine and itaconic acid(add H3O+), with the error of 0.0007.decarboxylation C-N coupling product of methionine and ornithine(self); decarboxylation C-N coupling product of ornithine and methionine(self); decarboxylation coupling (RCOOR') product of ornithine and methionine(self), with the error of 0.0017."
221.025067,0.04%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and malic acid(add H+), with the error of 0.0049. "
190.013265,0.26%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and malonic acid(self), with the error of 0.0023. adduct of asparagine with Cl radical(add Na+), with the error of 0.0013.citrate(add H+), with the error of 0.0003.decarboxylation C-N coupling product of pyruvic acid and taurine(add Na+), with the error of 0.0017."
175.024104,0.14%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and pyruvic acid(add H+); decarboxylation coupling (R-R') product of oxaloacetic acid and oxaloacetic acid(add H+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and glyoxylic acid(add H+); decarboxylation coupling (RCOOR') product of fumaric acid and malonic acid(add H+), with the error of 0.0001. adduct of cysteine with CH3O radical(add Na+), with the error of 0.0049."
