Mass,Relative%,Description
206.103612,0.03%,"decarboxylation coupling (RCOOR') product of malic acid and valine(add H+); reductive amination product of threonine and alpha-ketobutyric acid(add H+); decarboxylation C-N coupling product of 4-pentenoic acid and guanine(add H+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and malic acid(add NH4+); decarboxylation C-N coupling product of malic acid and valine(add H+), with the error of 0.0006. decarboxylation C-N coupling product of proline and 4-aminobenzoic acid(self); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and proline(self), with the error of 0.0014.tryptophan de-NH2 product(add NH4+), with the error of 0.0024.decarboxylation coupling (RCOOR') product of fumaric acid and valine(add H3O+); decarboxylation C-N coupling product of fumaric acid and valine(add H3O+); decarboxylation coupling (RCOOR') product of alpha-ketobutyric acid and hydroxyproline(add H3O+); decarboxylation coupling (R-R') product of alpha-ketoglutaric acid and hydroxyproline(add H3O+), with the error of 0.0034."
222.188725,1.45%,"decarboxylation coupling (RCOOR') product of ornithine and valine(add H3O+); decarboxylation C-N coupling product of malonic acid and spermidine(add H3O+); decarboxylation C-N coupling product of valine and ornithine(add H3O+); decarboxylation C-N coupling product of ornithine and valine(add H3O+), with the error of 0.0027. "
236.091716,0.11%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and asparagine(add NH4+); decarboxylation C-N coupling product of oxaloacetic acid and asparagine(add NH4+), with the error of 0.0037. decarboxylation coupling (RCOOR') product of fumaric acid and phenylalanine(add H+); decarboxylation C-N coupling product of fumaric acid and phenylalanine(add H+), with the error of 0.0003.reductive amination product of methionine and alpha-ketobutyric acid(add H+), with the error of 0.0043."
190.012062,0.04%,"decarboxylation coupling (RCOOR') product of oxaloacetic acid and malonic acid(self), with the error of 0.0011. adduct of asparagine with Cl radical(add Na+), with the error of 0.0001.citrate(add H+), with the error of 0.0009.decarboxylation C-N coupling product of pyruvic acid and taurine(add Na+), with the error of 0.0029."
360.362227,0.37%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and asparagine(add NH4+), with the error of 0.0042. "
341.305657,0.01%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and itaconic acid(add H+), with the error of 0.0007. decarboxylation coupling (R-R') product of elaidic acid and itaconic acid(add H3O+); decarboxylation coupling (R-R') product of itaconic acid and oleic acid(add H3O+), with the error of 0.0043."
348.325635,0.01%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and proline(add Na+), with the error of 0.0026. decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and phenylalanine(add H+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 12-hydroxystearic acid(add H+), with the error of 0.0004."
334.336189,0.07%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and serine(add H3O+), with the error of 0.0002. "
354.408508,0.03%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and serine(add K+), with the error of 0.0025. "
352.319916,0.05%,"decarboxylation coupling (R-R') product of 12-hydroxystearic acid and threonine(add Na+), with the error of 0.0019. decarboxylation coupling (RCOOR') product of elaidic acid and proline(add H+); decarboxylation coupling (RCOOR') product of oleic acid and proline(add H+), with the error of 0.0011."
332.331522,3.36%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and asparagine(add NH4+); decarboxylation C-N coupling product of 12-hydroxystearic acid and urea(add NH4+), with the error of 0.0045. decarboxylation coupling (R-R') product of oleic acid and valine(add Na+); decarboxylation coupling (R-R') product of elaidic acid and valine(add Na+), with the error of 0.0025."
321.241848,0.01%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and fumaric acid(add Na+), with the error of 0.0018. decarboxylation coupling (RCOOR') product of arginine and arginine(add H3O+); decarboxylation C-N coupling product of arginine and arginine(add H3O+); elaidic acid add 1 oxygen(add Na+); oleic acid add 1 oxygen(add Na+), with the error of 0.0008."
316.285075,0.55%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and fumaric acid(add NH4+); sphingosine add 1 oxygen(add H+); adduct of sphingosine with OH radical(self), with the error of 0.0001. oleic acid add 1 oxygen(add NH4+); elaidic acid add 1 oxygen(add NH4+), with the error of 0.0009."
314.304402,0.03%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and hydroxyproline(add H+), with the error of 0.0006. decarboxylation coupling (R-R') product of malonic acid and oleic acid(add NH4+); adduct of sphingosine with CH3 radical(self); decarboxylation coupling (R-R') product of elaidic acid and malonic acid(add NH4+), with the error of 0.0016."
336.287808,0.62%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and hydroxyproline(add Na+), with the error of 0.0008. adduct of 12-hydroxystearic acid with OH radical(add H3O+), with the error of 0.0042."
326.376592,0.18%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and serine(add K+), with the error of 0.0034. "
310.274513,0.01%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and serine(add Na+), with the error of 0.0025. "
340.393063,0.03%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and threonine(add K+), with the error of 0.0019. "
324.288036,0.04%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and threonine(add Na+), with the error of 0.001. "
301.292812,1.64%,"decarboxylation coupling (R-R') product of 3-hydroxypalmitic acid and threonine(self), with the error of 0.0042. "
113.053841,0.07%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 3-hydroxypropionic acid(add Na+), with the error of 0.0042. "
144.047702,1.52%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and cysteine(add Na+), with the error of 0.0017. "
154.085893,0.03%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and hydroxyproline(add Na+); decarboxylation coupling (R-R') product of malonic acid and valine(add Na+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and threonine(add Na+), with the error of 0.0019. leucine(add Na+), with the error of 0.0009.dopamine(add H+), with the error of 0.0011.cytosine add CH3CO+ (from CH3CN) product(self), with the error of 0.0021."
123.074569,0.18%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and malonic acid(add H3O+), with the error of 0.0046. alpha-ketobutyric acid reductive hydrogenation product(add H3O+), with the error of 0.0036.serine(add NH4+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and 4-pentenoic acid(add Na+), with the error of 0.0034."
181.105146,0.10%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and n-acetyl cysteine(add NH4+); decarboxylation coupling (R-R') product of malonic acid and methionine(add NH4+), with the error of 0.0041. reductive amination product of cysteine and acetone(add NH4+), with the error of 0.0031.decarboxylation coupling (R-R') product of cysteine and hydroxyproline(add H3O+), with the error of 0.0001.decarboxylation coupling (R-R') product of glyoxylic acid and arginine(add Na+), with the error of 0.0009.adduct of asparagine with CH3O radical(add NH4+); adduct of glutamine with OH radical(add NH4+), with the error of 0.0019.decarboxylation C-N coupling product of proline and cytosine(add H+), with the error of 0.0029.decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and tyrosine(self), with the error of 0.0049."
123.116635,0.01%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and serine(add NH4+), with the error of 0.0026. decarboxylation coupling (R-R') product of glycine and threonine(add H3O+), with the error of 0.0004."
119.089422,0.57%,"decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and threonine(self), with the error of 0.0046. "
249.182264,0.01%,"decarboxylation coupling (R-R') product of 4-aminobenzoic acid and n-acetyl cysteine(add K+), with the error of 0.0023. decarboxylation C-N coupling product of serine and guanine(add K+), with the error of 0.0017."
247.153602,0.04%,"decarboxylation coupling (R-R') product of 4-aminobenzoic acid and tyrosine(add H3O+), with the error of 0.0046. decarboxylation coupling (R-R') product of asparagine and tryptophan(add H+); decarboxylation coupling (R-R') product of histidine and tyrosine(add H+), with the error of 0.0014.decarboxylation C-N coupling product of tyrosine and histamine(add H+), with the error of 0.0024."
115.075275,0.25%,"decarboxylation coupling (R-R') product of 4-pentenoic acid and malonic acid(add H+), with the error of 0.0003. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and alpha-ketobutyric acid(add H+); adduct of 4-pentenoic acid with CH3 radical(self); leucine de-NH2 product(self), with the error of 0.0007."
137.059487,0.09%,"decarboxylation coupling (R-R') product of 4-pentenoic acid and malonic acid(add Na+), with the error of 0.0025. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and alpha-ketobutyric acid(add Na+), with the error of 0.0015.dopamine de-NH2 product(self); decarboxylation C-N coupling product of malonic acid and urea(add H3O+), with the error of 0.0005."
178.133194,0.01%,"decarboxylation coupling (R-R') product of 4-pentenoic acid and methionine(add H3O+); decarboxylation C-N coupling product of glutamine and urea(add NH4+), with the error of 0.0032. adduct of lysine with CH3O radical(add H+), with the error of 0.0002.decarboxylation C-N coupling product of glyoxylic acid and cytosine(add K+); decarboxylation product of tryptophan(add NH4+), with the error of 0.0018.decarboxylation coupling (R-R') product of lysine and cysteine(add H+), with the error of 0.0048."
138.091497,0.01%,"decarboxylation coupling (R-R') product of 4-pentenoic acid and serine(add Na+); decarboxylation coupling (R-R') product of glyoxylic acid and leucine(add Na+); decarboxylation coupling (R-R') product of pyruvic acid and valine(add Na+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and proline(add Na+), with the error of 0.0025. decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 3-hydroxypropionic acid(add H+); decarboxylation product of tyrosine(add H+); decarboxylation C-N coupling product of serine and urea(add H3O+), with the error of 0.0005."
263.244464,0.17%,"decarboxylation coupling (R-R') product of 6-hydroxyoctanoic acid and arginine(add H3O+), with the error of 0.0045. "
228.26849,0.01%,"decarboxylation coupling (R-R') product of 6-hydroxyoctanoic acid and threonine(add K+), with the error of 0.0015. "
163.115542,0.73%,"decarboxylation coupling (R-R') product of alpha-ketobutyric acid and asparagine(add H3O+); decarboxylation coupling (R-R') product of pyruvic acid and glutamine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and proline(add H3O+); decarboxylation C-N coupling product of proline and glycine(add H3O+), with the error of 0.0035. decarboxylation coupling (R-R') product of ornithine and cysteine(self), with the error of 0.0015.decarboxylation C-N coupling product of hydroxyproline and urea(add NH4+), with the error of 0.0035.decarboxylation coupling (R-R') product of proline and proline(add Na+), with the error of 0.0045."
266.171996,0.02%,"decarboxylation coupling (R-R') product of arginine and n-acetyl cysteine(add H3O+), with the error of 0.003. decarboxylation C-N coupling product of ornithine and glucosamine(add H+); decarboxylation C-N coupling product of proline and galactosamine(add NH4+); decarboxylation C-N coupling product of ornithine and galactosamine(add H+); decarboxylation C-N coupling product of proline and glucosamine(add NH4+), with the error of 0.001."
175.118747,1.71%,"decarboxylation coupling (R-R') product of asparagine and asparagine(add H+), with the error of 0.0007. arginine(add H+), with the error of 0.0013.decarboxylation coupling (R-R') product of leucine and malic acid(self); decarboxylation C-N coupling product of 3-hydroxypropionic acid and leucine(self); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and leucine(self), with the error of 0.0023."
206.16565,0.03%,"decarboxylation coupling (R-R') product of asparagine and glutamine(add NH4+), with the error of 0.0046. decarboxylation coupling (R-R') product of arginine and malonic acid(add NH4+), with the error of 0.0036.decarboxylation C-N coupling product of alpha-ketobutyric acid and cytosine(add K+), with the error of 0.0014.decarboxylation coupling (R-R') product of lysine and methionine(add H+), with the error of 0.0034."
220.119138,0.01%,"decarboxylation coupling (R-R') product of asparagine and histidine(add Na+), with the error of 0.0031. decarboxylation C-N coupling product of ornithine and cytosine(add Na+); decarboxylation C-N coupling product of asparagine and histamine(add Na+), with the error of 0.0021.decarboxylation coupling (RCOOR') product of leucine and malic acid(add H+); decarboxylation C-N coupling product of malic acid and leucine(add H+), with the error of 0.0001.decarboxylation C-N coupling product of 4-aminobenzoic acid and cytosine(add NH4+), with the error of 0.0009.decarboxylation C-N coupling product of 3-hydroxypropionic acid and serotonin(self), with the error of 0.0019.adduct of tryptophan with CH3 radical(add H+), with the error of 0.0029.decarboxylation coupling (RCOOR') product of fumaric acid and leucine(add H3O+); decarboxylation C-N coupling product of fumaric acid and leucine(add H3O+); decarboxylation coupling (RCOOR') product of itaconic acid and valine(add H3O+); decarboxylation C-N coupling product of itaconic acid and valine(add H3O+), with the error of 0.0039.decarboxylation coupling (RCOOR') product of methionine and valine(self); decarboxylation C-N coupling product of valine and methionine(self); decarboxylation C-N coupling product of methionine and valine(self), with the error of 0.0049."
174.127643,0.05%,"decarboxylation coupling (R-R') product of asparagine and hydroxyproline(add H+), with the error of 0.0046. decarboxylation coupling (R-R') product of 6-hydroxyoctanoic acid and malonic acid(self), with the error of 0.0026.adduct of malonic acid with CH3O radical(add K+); guanine de-NH2 product(add K+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and histidine(add H3O+), with the error of 0.0004.decarboxylation C-N coupling product of 3-hydroxypropionic acid and histamine(add H3O+), with the error of 0.0014."
244.186943,0.07%,"decarboxylation coupling (R-R') product of asparagine and n-acetyl cysteine(add K+), with the error of 0.0019. "
184.108274,0.02%,"decarboxylation coupling (R-R') product of asparagine and threonine(add Na+), with the error of 0.0033. decarboxylation coupling (R-R') product of glutamine and serine(add Na+); decarboxylation coupling (RCOOR') product of glycine and ornithine(add Na+); decarboxylation C-N coupling product of ornithine and glycine(add Na+); decarboxylation C-N coupling product of glycine and ornithine(add Na+), with the error of 0.0023.adduct of adenine with CH3O radical(add NH4+); adduct of guanine with CH3 radical(add NH4+), with the error of 0.0003.decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and glycine(add NH4+); decarboxylation C-N coupling product of glycine and 4-aminobenzoic acid(add NH4+); reductive amination product of histamine and pyruvic acid(add H+); decarboxylation C-N coupling product of 4-aminobenzoic acid and glycine(add NH4+), with the error of 0.0007.decarboxylation C-N coupling product of 4-pentenoic acid and cytosine(add H3O+), with the error of 0.0037."
299.125476,0.08%,"decarboxylation coupling (R-R') product of cystine and hydroxyproline(add NH4+), with the error of 0.0045. reductive amination product of lysine and alpha-ketoglutaric acid(add Na+), with the error of 0.0025.adduct of guanosine with CH3 radical(add H+), with the error of 0.0015.reductive amination product of phenylalanine and oxaloacetic acid(add NH4+); decarboxylation C-N coupling product of alpha-ketoglutaric acid and tyrosine(add NH4+); decarboxylation coupling (RCOOR') product of alpha-ketoglutaric acid and tyrosine(add NH4+), with the error of 0.0005.glucose-6-phosphate(add K+), with the error of 0.0025."
307.04307,0.15%,"decarboxylation coupling (R-R') product of cystine and malic acid(add Na+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and cystine(add Na+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and cystine(add Na+), with the error of 0.0031. "
346.309803,0.04%,"decarboxylation coupling (R-R') product of elaidic acid and hydroxyproline(add Na+); decarboxylation coupling (R-R') product of hydroxyproline and oleic acid(add Na+), with the error of 0.0018. "
312.325747,0.01%,"decarboxylation coupling (R-R') product of elaidic acid and threonine(add H+); decarboxylation coupling (R-R') product of oleic acid and threonine(add H+), with the error of 0.0003. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and oleic acid(add NH4+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and elaidic acid(add NH4+), with the error of 0.0013."
326.305977,0.16%,"decarboxylation coupling (R-R') product of fumaric acid and oleic acid(add NH4+); decarboxylation coupling (R-R') product of elaidic acid and fumaric acid(add NH4+), with the error of 0.0. "
279.190902,0.42%,"decarboxylation coupling (R-R') product of glutamine and tryptophan(add H3O+), with the error of 0.0049. decarboxylation C-N coupling product of cysteine and phenylalanine(add K+); decarboxylation C-N coupling product of phenylalanine and cysteine(add K+); decarboxylation C-N coupling product of methionine and 4-aminobenzoic acid(add K+); decarboxylation coupling (RCOOR') product of cysteine and phenylalanine(add K+); decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and methionine(add K+); decarboxylation C-N coupling product of 4-aminobenzoic acid and methionine(add K+), with the error of 0.0001."
333.159834,0.01%,"decarboxylation coupling (R-R') product of glutathione and proline(add H+), with the error of 0.0008. "
335.174637,0.06%,"decarboxylation coupling (R-R') product of glutathione and valine(add H+); decarboxylation coupling (R-R') product of glutathione and 4-pentenoic acid(add NH4+), with the error of 0.0004. decarboxylation C-N coupling product of proline and thiamine(add H+), with the error of 0.0024."
286.308996,0.02%,"decarboxylation coupling (R-R') product of glycine and 12-hydroxystearic acid(add H+), with the error of 0.001. "
308.29436,0.05%,"decarboxylation coupling (R-R') product of glycine and 12-hydroxystearic acid(add Na+), with the error of 0.0024. "
258.278403,0.06%,"decarboxylation coupling (R-R') product of glycine and 3-hydroxypalmitic acid(add H+), with the error of 0.0006. "
86.096271,0.24%,"decarboxylation coupling (R-R') product of glycine and 4-pentenoic acid(add H+), with the error of 0.0003. "
104.113419,0.04%,"decarboxylation coupling (R-R') product of glycine and 4-pentenoic acid(add H3O+), with the error of 0.0024. "
104.114328,0.02%,"decarboxylation coupling (R-R') product of glycine and 4-pentenoic acid(add H3O+), with the error of 0.0033. "
108.080771,0.10%,"decarboxylation coupling (R-R') product of glycine and 4-pentenoic acid(add Na+), with the error of 0.0028. decarboxylation C-N coupling product of glycine and urea(add H3O+), with the error of 0.0002.adduct of acetone with CH3O radical(add H3O+), with the error of 0.0032."
88.075699,0.02%,"decarboxylation coupling (R-R') product of glycine and alpha-ketobutyric acid(add H+); decarboxylation product of hydroxyproline(add H+), with the error of 0.0003. "
136.111661,0.05%,"decarboxylation coupling (R-R') product of glycine and asparagine(add H3O+), with the error of 0.0003. "
154.097349,0.01%,"decarboxylation coupling (R-R') product of glycine and glutamine(add Na+); decarboxylation C-N coupling product of valine and urea(add Na+), with the error of 0.0023. adduct of threonine with OH radical(add NH4+), with the error of 0.0013.decarboxylation coupling (R-R') product of pyruvic acid and histidine(add H+); adduct of serine with CH3O radical(add NH4+), with the error of 0.0003.decarboxylation coupling (RCOOR') product of 4-pentenoic acid and 4-pentenoic acid(self); decarboxylation C-N coupling product of pyruvic acid and histamine(add H+); reductive amination product of cytosine and acetone(add H+), with the error of 0.0007.decarboxylation coupling (R-R') product of cysteine and serine(add NH4+), with the error of 0.0047."
109.101217,0.01%,"decarboxylation coupling (R-R') product of glycine and serine(add H3O+), with the error of 0.0008. "
105.103881,0.38%,"decarboxylation coupling (R-R') product of glycine and threonine(add H+), with the error of 0.0019. decarboxylation product of hydroxyproline(add NH4+); decarboxylation coupling (R-R') product of glycine and alpha-ketobutyric acid(add NH4+), with the error of 0.0009."
102.091029,0.02%,"decarboxylation coupling (R-R') product of glyoxylic acid and 4-pentenoic acid(add NH4+); decarboxylation coupling (R-R') product of glyoxylic acid and valine(add H+), with the error of 0.0. "
117.069546,0.02%,"decarboxylation coupling (R-R') product of glyoxylic acid and asparagine(add H+), with the error of 0.0045. decarboxylation C-N coupling product of alpha-ketobutyric acid and urea(add H+), with the error of 0.0035."
139.050293,0.02%,"decarboxylation coupling (R-R') product of glyoxylic acid and asparagine(add Na+), with the error of 0.0033. decarboxylation C-N coupling product of alpha-ketobutyric acid and urea(add Na+), with the error of 0.0023.adduct of malonic acid with OH radical(add NH4+), with the error of 0.0013.histidine de-NH2 product(self), with the error of 0.0003.adduct of 3-hydroxypropionic acid with NO radical(add H3O+), with the error of 0.0027.cysteine(add NH4+), with the error of 0.0047."
285.287937,0.01%,"decarboxylation coupling (R-R') product of glyoxylic acid and elaidic acid(add H3O+); decarboxylation coupling (R-R') product of glyoxylic acid and oleic acid(add H3O+), with the error of 0.0049. decarboxylation C-N coupling product of 6-hydroxyoctanoic acid and ornithine(add K+); decarboxylation coupling (RCOOR') product of ornithine and 6-hydroxyoctanoic acid(add K+), with the error of 0.0041."
116.070265,0.47%,"decarboxylation coupling (R-R') product of glyoxylic acid and hydroxyproline(add H+), with the error of 0.0003. proline(add H+); decarboxylation coupling (R-R') product of glycine and itaconic acid(add H+); ornithine de-NH2 product(self), with the error of 0.0007."
133.096889,0.02%,"decarboxylation coupling (R-R') product of glyoxylic acid and hydroxyproline(add NH4+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and asparagine(add H+), with the error of 0.0001. proline(add NH4+); decarboxylation coupling (R-R') product of glycine and itaconic acid(add NH4+); ornithine(add H+); decarboxylation coupling (R-R') product of 4-pentenoic acid and 4-pentenoic acid(add Na+), with the error of 0.0011.decarboxylation C-N coupling product of 4-pentenoic acid and urea(add H3O+), with the error of 0.0041."
106.049652,0.01%,"decarboxylation coupling (R-R') product of glyoxylic acid and malonic acid(add NH4+), with the error of 0.0003. serine(add H+); adduct of glycine with CH3O radical(self); decarboxylation product of oxaloacetic acid(add NH4+); pyruvic acid(add NH4+), with the error of 0.0013."
133.059455,0.17%,"decarboxylation coupling (R-R') product of glyoxylic acid and methionine(self), with the error of 0.0045. decarboxylation coupling (R-R') product of alpha-ketobutyric acid and cysteine(self), with the error of 0.0035.asparagine(add H+); reductive amination product of urea and pyruvic acid(add H+), with the error of 0.0015."
107.085476,0.01%,"decarboxylation coupling (R-R') product of glyoxylic acid and serine(add NH4+); decarboxylation coupling (R-R') product of glycine and malonic acid(add NH4+), with the error of 0.0035. decarboxylation product of asparagine(add H3O+), with the error of 0.0005."
170.096144,0.02%,"decarboxylation coupling (R-R') product of histidine and malonic acid(add H+); adduct of adenine with OH radical(add NH4+), with the error of 0.0041. adduct of histidine with CH3 radical(self); decarboxylation C-N coupling product of malonic acid and histamine(add H+), with the error of 0.0031.decarboxylation coupling (R-R') product of 4-aminobenzoic acid and 4-pentenoic acid(add Na+), with the error of 0.0021.decarboxylation C-N coupling product of 4-aminobenzoic acid and urea(add H3O+), with the error of 0.0009."
163.109304,0.03%,"decarboxylation coupling (R-R') product of hydroxyproline and malonic acid(add NH4+); decarboxylation C-N coupling product of glyoxylic acid and valine(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and valine(add NH4+); decarboxylation coupling (R-R') product of fumaric acid and threonine(add NH4+), with the error of 0.0013. adduct of lysine with OH radical(self); decarboxylation coupling (R-R') product of itaconic acid and serine(add NH4+); adduct of ornithine with CH3O radical(self), with the error of 0.0003.decarboxylation coupling (R-R') product of alpha-ketobutyric acid and asparagine(add H3O+); decarboxylation coupling (R-R') product of pyruvic acid and glutamine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and proline(add H3O+); decarboxylation C-N coupling product of proline and glycine(add H3O+), with the error of 0.0027.decarboxylation coupling (R-R') product of ornithine and cysteine(self), with the error of 0.0047."
178.158624,0.02%,"decarboxylation coupling (R-R') product of hydroxyproline and threonine(add NH4+), with the error of 0.0036. decarboxylation C-N coupling product of leucine and glycine(add NH4+); decarboxylation coupling (R-R') product of lysine and malonic acid(add NH4+); decarboxylation coupling (RCOOR') product of glycine and leucine(add NH4+); decarboxylation C-N coupling product of glycine and leucine(add NH4+), with the error of 0.0026.decarboxylation coupling (R-R') product of asparagine and valine(add H3O+), with the error of 0.0004."
213.146035,0.01%,"decarboxylation coupling (R-R') product of itaconic acid and malic acid(add K+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and itaconic acid(add K+), with the error of 0.005. "
190.086036,0.41%,"decarboxylation coupling (R-R') product of itaconic acid and methionine(add H+), with the error of 0.004. "
171.026187,0.01%,"decarboxylation coupling (R-R') product of malic acid and malonic acid(add Na+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and malonic acid(add Na+), with the error of 0.0008. itaconic acid add H2O(add Na+); alpha-ketoglutaric acid reductive hydrogenation product(add Na+), with the error of 0.0018.adduct of adenine with Cl radical(add H+), with the error of 0.0048."
182.080803,0.01%,"decarboxylation coupling (R-R') product of malic acid and proline(add Na+); decarboxylation C-N coupling product of glyoxylic acid and leucine(add Na+); decarboxylation coupling (RCOOR') product of 3-hydroxypropionic acid and proline(add Na+); decarboxylation coupling (RCOOR') product of pyruvic acid and valine(add Na+); decarboxylation coupling (RCOOR') product of glyoxylic acid and leucine(add Na+); decarboxylation C-N coupling product of 4-pentenoic acid and serine(add Na+); decarboxylation C-N coupling product of pyruvic acid and valine(add Na+); decarboxylation coupling (R-R') product of itaconic acid and threonine(add Na+); decarboxylation coupling (R-R') product of oxaloacetic acid and valine(add Na+); decarboxylation coupling (RCOOR') product of 4-pentenoic acid and serine(add Na+), with the error of 0.0018. adduct of ribose with CH3O radical(add H+), with the error of 0.0008.decarboxylation C-N coupling product of glyoxylic acid and dopamine(add H+), with the error of 0.0002.decarboxylation coupling (RCOOR') product of 4-aminobenzoic acid and 3-hydroxypropionic acid(add H+); tyrosine(add H+); decarboxylation coupling (R-R') product of 4-aminobenzoic acid and malic acid(add H+); decarboxylation C-N coupling product of 3-hydroxypropionic acid and 4-aminobenzoic acid(add H+); adduct of phenylalanine with OH radical(self), with the error of 0.0012.glucosamine de-NH2 product(add H3O+); galactosamine de-NH2 product(add H3O+); adduct of lysine with Cl radical(add H+), with the error of 0.0022."
119.034956,0.03%,"decarboxylation coupling (R-R') product of malonic acid and malonic acid(add H+); decarboxylation coupling (R-R') product of glyoxylic acid and malic acid(add H+); decarboxylation coupling (RCOOR') product of glyoxylic acid and 3-hydroxypropionic acid(add H+), with the error of 0.001. adduct of alpha-ketobutyric acid with OH radical(self); adenine de-NH2 product(self); adduct of malonic acid with CH3 radical(self); adduct of pyruvic acid with CH3O radical(self), with the error of 0.0.decarboxylation coupling (R-R') product of glyoxylic acid and fumaric acid(add H3O+), with the error of 0.003."
136.061405,2.84%,"decarboxylation coupling (R-R') product of malonic acid and malonic acid(add NH4+); decarboxylation coupling (RCOOR') product of glyoxylic acid and 3-hydroxypropionic acid(add NH4+); decarboxylation coupling (R-R') product of glyoxylic acid and malic acid(add NH4+); adduct of threonine with OH radical(self), with the error of 0.0004. adenine(add H+); adduct of serine with CH3O radical(self), with the error of 0.0006.decarboxylation C-N coupling product of pyruvic acid and glycine(add H3O+); decarboxylation coupling (RCOOR') product of glycine and pyruvic acid(add H3O+); decarboxylation coupling (R-R') product of glycine and oxaloacetic acid(add H3O+), with the error of 0.0036."
151.111192,0.01%,"decarboxylation coupling (R-R') product of malonic acid and threonine(add NH4+), with the error of 0.0032. decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and asparagine(add H3O+), with the error of 0.0008.ornithine(add H3O+), with the error of 0.0018."
132.102071,1.11%,"decarboxylation coupling (R-R') product of malonic acid and valine(add H+); decarboxylation coupling (R-R') product of 3-hydroxypropionic acid and hydroxyproline(add H+); decarboxylation coupling (R-R') product of 4-pentenoic acid and malonic acid(add NH4+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and threonine(add H+), with the error of 0.0001. adduct of betaine with CH3 radical(self); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and alpha-ketobutyric acid(add NH4+); leucine(add H+); adduct of valine with CH3 radical(self), with the error of 0.0009.decarboxylation coupling (R-R') product of pyruvic acid and proline(add H3O+), with the error of 0.0039."
245.079022,0.02%,"decarboxylation coupling (R-R') product of methionine and n-acetyl cysteine(add Na+), with the error of 0.004. uridine(add H+), with the error of 0.001."
293.206046,0.20%,"decarboxylation coupling (R-R') product of n-acetyl cysteine and tyrosine(add K+), with the error of 0.0. "
177.131553,0.24%,"decarboxylation coupling (R-R') product of ornithine and fumaric acid(add H3O+); decarboxylation coupling (R-R') product of alpha-ketobutyric acid and glutamine(add H3O+), with the error of 0.0036. decarboxylation coupling (R-R') product of lysine and cysteine(self), with the error of 0.0016."
230.247952,0.14%,"decarboxylation coupling (R-R') product of ornithine and methionine(add K+), with the error of 0.005. decarboxylation C-N coupling product of leucine and spermidine(self), with the error of 0.001."
